"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","3","L"
"01-16","3","L"
"01-21","4","M"
"01-26","4","M"
"01-31","6","M"
"02-05","7","H"
"02-10","7","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","9","H"
"03-07","7","H"
"03-12","6","M"
"03-17","6","M"
"03-22","5","M"
"03-27","6","M"
"04-01","6","M"
"04-06","5","M"
"04-11","4","M"
"04-16","5","M"
"04-21","4","M"
"04-26","3","L"
"05-01","1","L"
"05-06","2","L"
"05-11","2","L"
"05-16","1","L"
"05-21","1","L"
"05-26","0","L"
"05-31","0","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","2","L"
"07-20","2","L"
"07-25","3","L"
"07-30","1","L"
"08-04","0","L"
"08-09","1","L"
"08-14","2","L"
"08-19","2","L"
"08-24","2","L"
"08-29","1","L"
"09-03","2","L"
"09-08","3","L"
"09-13","4","M"
"09-18","2","L"
"09-23","1","L"
"09-28","2","L"
"10-03","2","L"
"10-08","3","L"
"10-13","2","L"
"10-18","3","L"
"10-23","4","M"
"10-28","4","M"
"11-02","3","L"
"11-07","3","L"
"11-12","4","M"
"11-17","3","L"
"11-22","3","L"
"11-27","2","L"
"12-02","4","M"
